host_is_superhost,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,security_deposit,minimum_nights,maximum_nights,number_of_reviews,instant_bookable,cancellation_policy
t,1,f,Hennepin,House,Entire home/apt,4,1,3,3,125,250,2,29,44,f,moderate
f,1,f,Hennepin,House,Entire home/apt,6,1,3,4,700,,4,7,0,t,flexible
f,1,t,Hennepin,House,Private room,2,1,1,1,300,,2,5,0,f,moderate
f,1,f,Hennepin,House,Entire home/apt,6,1.5,3,3,300,,1,1125,0,f,flexible
f,1,f,Hennepin,House,Entire home/apt,6,1,2,2,500,500,3,7,0,t,strict_14_with_grace_period
f,1,f,Hennepin,Bungalow,Entire home/apt,6,1,3,3,125,500,3,1125,1,t,moderate
f,1,t,Hennepin,House,Private room,2,1.5,1,1,510,100,2,1125,3,f,moderate
f,1,f,Hennepin,House,Private room,4,1,0,2,50,0,2,1125,33,f,moderate
t,1,f,Hennepin,Apartment,Private room,4,1,0,2,50,,2,40,54,t,moderate
f,1,t,Hennepin,House,Entire home/apt,6,2,3,3,550,,2,5,0,t,flexible
f,1,f,Hennepin,House,Private room,4,1,2,2,50,,3,9,0,f,flexible
f,1,f,Ramsey,House,Entire home/apt,5,1,2,3,70,100,1,60,99,t,moderate
f,1,f,Washington,Condominium,Private room,2,1,1,1,95,,1,1125,1,t,flexible
f,1,f,Hennepin,House,Entire home/apt,9,3.5,4,4,2000,750,3,5,0,t,moderate
f,1,f,Ramsey,Apartment,Entire home/apt,4,1,1,1,900,,1,3,0,t,flexible
f,1,t,Hennepin,Bungalow,Private room,2,1,1,1,40,0,1,7,16,f,flexible
f,1,f,Hennepin,House,Entire home/apt,4,1,2,3,800,,2,4,0,t,flexible
f,3,f,Hennepin,House,Private room,2,1,1,1,225,,2,12,0,t,flexible
f,1,t,Hennepin,House,Entire home/apt,10,3.5,4,3,2450,,4,10,0,f,strict_14_with_grace_period
f,1,f,Hennepin,House,Entire home/apt,4,1,2,3,1000,,5,7,0,t,flexible
f,1,f,Hennepin,House,Entire home/apt,6,2,2,2,300,100,2,6,1,t,moderate
f,50,f,Hennepin,Condominium,Entire home/apt,4,2,2,2,2999,1000,7,15,0,t,strict_14_with_grace_period
f,2,t,Ramsey,House,Private room,2,1,1,1,50,0,2,14,0,f,flexible
f,50,f,Hennepin,Condominium,Entire home/apt,4,2,2,2,2590,1000,15,15,0,t,strict_14_with_grace_period
f,50,f,Hennepin,Condominium,Entire home/apt,4,2,2,2,3150,,3,15,0,t,strict_14_with_grace_period
t,48,t,Hennepin,House,Private room,2,1,1,1,45,0,1,28,137,t,moderate
t,1,t,Hennepin,House,Entire home/apt,8,1,3,6,125,200,1,31,56,f,strict_14_with_grace_period
f,1,f,Anoka,House,Entire home/apt,4,1,2,2,750,,2,1125,0,t,flexible
f,1,t,Hennepin,House,Entire home/apt,6,1,2,5,500,200,3,15,1,f,strict_14_with_grace_period
f,3,f,Hennepin,House,Private room,2,1,1,1,50,,2,12,0,t,flexible
f,3,f,Hennepin,House,Private room,2,1,1,1,90,,2,12,0,t,flexible
f,1,f,Hennepin,Townhouse,Entire home/apt,5,2,2,2,500,250,2,1125,1,t,flexible
f,1,t,Hennepin,House,Entire home/apt,8,2,3,3,700,,2,10,0,f,flexible
f,1,t,Hennepin,Apartment,Entire home/apt,4,1,1,1,750,0,2,11,1,f,strict_14_with_grace_period
f,1,f,Hennepin,Townhouse,Entire home/apt,8,1,3,3,1750,,3,1125,0,t,flexible
f,1,f,Ramsey,Apartment,Entire home/apt,3,1,1,1,125,,2,1125,0,t,flexible
f,1,f,Dakota,Townhouse,Entire home/apt,8,1.5,2,3,450,,3,1125,0,f,moderate
f,1,f,Hennepin,House,Entire home/apt,10,2.5,4,3,1199,,3,1125,0,t,strict_14_with_grace_period
f,1,f,Hennepin,House,Entire home/apt,8,2.5,3,3,2000,,1,10,0,t,moderate
t,2,t,Ramsey,House,Entire home/apt,5,1,1,2,74,0,2,1125,2,t,flexible
f,1,f,Anoka,House,Entire home/apt,6,2,2,2,2000,2000,3,60,0,t,flexible
f,2,t,Hennepin,House,Entire home/apt,10,3.5,4,4,3200,0,2,5,0,t,flexible
f,4,f,Ramsey,House,Private room,2,1,1,1,110,0,3,14,2,f,strict_14_with_grace_period
f,1,f,Ramsey,House,Entire home/apt,8,1.5,4,5,339,,2,10,1,t,flexible
f,1,t,Ramsey,Apartment,Entire home/apt,4,1,2,2,50,,1,3,2,t,flexible
f,1,f,Ramsey,Apartment,Entire home/apt,4,1,2,2,500,,4,20,0,t,flexible
f,1,f,Dakota,House,Private room,3,1,1,1,175,100,1,1125,1,t,flexible
f,2,f,Ramsey,House,Private room,4,1,2,2,1000,500,7,1125,0,t,flexible
f,1,t,Hennepin,Apartment,Entire home/apt,3,1,1,1,180,0,3,1125,0,f,flexible
t,2,f,Hennepin,Guesthouse,Entire home/apt,4,1,2,2,225,250,2,30,47,f,strict_14_with_grace_period
f,1,f,Hennepin,House,Entire home/apt,8,3,4,3,1000,1000,3,1125,0,t,moderate
f,1,f,Hennepin,House,Entire home/apt,4,1.5,2,2,650,,1,7,0,t,flexible
f,1,f,Hennepin,Apartment,Entire home/apt,3,1,1,1,90,0,2,1125,7,t,moderate
f,1,f,Hennepin,Townhouse,Entire home/apt,6,1.5,3,3,190,0,1,1125,13,t,moderate
t,4,f,Ramsey,House,Private room,4,1,1,2,750,250,2,30,0,t,flexible
f,1,f,Hennepin,House,Entire home/apt,8,3,4,4,1000,,2,5,0,t,flexible
t,1,f,Hennepin,Guest suite,Entire home/apt,6,1,1,3,215,,2,30,12,t,moderate
f,1,f,Dakota,Apartment,Entire home/apt,3,1,1,1,350,,2,7,0,t,strict_14_with_grace_period
f,4,f,Hennepin,Apartment,Entire home/apt,5,1,2,3,140,200,3,1125,33,t,strict_14_with_grace_period
f,1,t,Hennepin,Apartment,Entire home/apt,3,1,1,1,49,500,3,20,4,t,strict_14_with_grace_period
f,1,t,Hennepin,House,Entire home/apt,10,4.5,5,5,2000,2000,3,7,1,f,strict_14_with_grace_period
f,1,f,Hennepin,Other,Entire home/apt,5,1,2,2,1500,,4,7,0,t,flexible
t,2,f,Hennepin,House,Entire home/apt,6,1,3,3,90,300,2,1125,95,f,flexible
f,1,f,Hennepin,House,Entire home/apt,6,2,2,3,399,0,1,10,0,t,strict_14_with_grace_period
f,1,t,Dakota,House,Private room,4,1,2,2,1000,,4,10,0,t,strict_14_with_grace_period
f,2,f,Ramsey,House,Entire home/apt,4,1,2,2,17,1000,1,1125,0,t,flexible
f,1,f,Ramsey,House,Entire home/apt,6,2,3,3,300,,1,1125,0,t,flexible
f,1,f,Hennepin,House,Entire home/apt,6,2.5,3,3,2000,,4,7,0,t,moderate
f,1,f,Hennepin,Townhouse,Entire home/apt,5,1,2,2,320,,1,5,1,t,flexible
f,1,t,Hennepin,House,Entire home/apt,6,2,3,4,1050,0,3,1125,0,t,moderate
f,1,t,Ramsey,House,Entire home/apt,6,2.5,2,2,300,,2,1125,1,t,moderate
f,1,f,Ramsey,Bungalow,Private room,2,1,1,1,30,,1,1125,13,f,flexible
f,1,f,Hennepin,House,Entire home/apt,6,2.5,6,6,3000,,3,7,0,t,flexible
f,1,f,Scott,House,Private room,2,1,1,1,100,,1,4,1,t,flexible
f,1,f,Hennepin,House,Entire home/apt,4,1,2,2,2000,,2,1125,0,t,flexible
f,1,f,Dakota,House,Entire home/apt,9,2,4,4,500,5000,1,15,0,t,strict_14_with_grace_period
f,1,f,Hennepin,House,Entire home/apt,6,2,3,3,249,500,2,1125,5,f,flexible
f,3,f,Hennepin,Guest suite,Entire home/apt,4,1,1,2,89,300,2,1125,35,f,strict_14_with_grace_period
f,1,f,Hennepin,House,Entire home/apt,12,1.5,4,4,1500,,6,14,0,t,flexible
f,3,f,Hennepin,Guest suite,Entire home/apt,4,1,1,1,89,800,3,90,25,f,strict_14_with_grace_period
t,4,f,Ramsey,House,Entire home/apt,12,3,3,8,1500,500,2,360,0,t,flexible
f,1,t,Hennepin,House,Private room,2,1,1,1,48,0,1,1125,3,f,flexible
f,1,f,Hennepin,Townhouse,Entire home/apt,6,3.5,3,4,1000,500,2,5,0,t,strict_14_with_grace_period
f,1,f,Sherburne,House,Private room,4,1,0,2,50,,1,7,0,t,flexible
f,1,f,Hennepin,Apartment,Entire home/apt,2,1,0,2,300,,2,1125,1,t,moderate
f,1,f,Hennepin,House,Private room,4,1,2,2,250,250,2,5,1,t,strict_14_with_grace_period
t,1,t,Hennepin,Guest suite,Entire home/apt,4,1,1,2,75,,1,14,173,t,moderate
t,1,f,Hennepin,House,Entire home/apt,6,1,1,4,100,350,2,30,26,f,moderate
f,1,f,Ramsey,Condominium,Entire home/apt,4,2,2,2,89,0,3,1125,1,f,flexible
f,1,f,Hennepin,Apartment,Entire home/apt,4,1,2,2,75,,3,7,0,t,flexible
f,1,f,Hennepin,House,Entire home/apt,7,2,3,1,2000,,3,8,0,t,flexible
t,1,f,Hennepin,Condominium,Entire home/apt,3,1,1,1,975,0,2,1125,69,f,moderate
f,1,f,Hennepin,House,Entire home/apt,6,2.5,3,3,1300,,3,5,0,t,moderate
f,1,f,Anoka,House,Entire home/apt,8,2,3,3,2200,,3,1125,0,t,flexible
f,1,t,Hennepin,Apartment,Entire home/apt,4,1,0,2,95,0,2,10,3,f,flexible
f,1,f,Hennepin,House,Entire home/apt,6,3,3,3,3500,,1,1125,0,t,flexible
f,2,f,Dakota,House,Entire home/apt,6,2,3,2,2000,,2,1125,0,f,flexible
f,1,t,Ramsey,House,Entire home/apt,12,2.5,5,4,1350,,3,1125,0,t,moderate
t,1,f,Sherburne,House,Private room,5,1,2,3,150,0,1,30,47,f,moderate
f,1,f,Dakota,House,Private room,2,1.5,1,1,75,,3,1125,2,t,flexible
f,1,f,Hennepin,Condominium,Entire home/apt,6,1,2,2,269,,2,14,10,t,flexible
t,3,t,Ramsey,Guesthouse,Entire home/apt,3,1,0,1,150,400,2,7,33,f,strict_14_with_grace_period
f,1,f,Hennepin,Condominium,Entire home/apt,4,2,2,3,775,,1,3,0,t,flexible
f,1,f,Hennepin,House,Private room,4,1.5,3,4,500,,2,7,0,t,moderate
f,1,f,Hennepin,Condominium,Entire home/apt,3,1,1,1,250,0,2,1125,2,t,strict_14_with_grace_period
f,1,t,Hennepin,Condominium,Private room,2,1,1,1,400,100,1,5,1,t,strict_14_with_grace_period
f,1770,t,Hennepin,Apartment,Entire home/apt,4,1,1,2,1062,0,1,365,5,t,strict_14_with_grace_period
f,1770,t,Hennepin,Apartment,Entire home/apt,4,1,1,2,1062,0,1,365,2,t,strict_14_with_grace_period
f,1770,t,Hennepin,Apartment,Entire home/apt,4,1,1,2,1062,0,1,365,3,t,strict_14_with_grace_period
f,1770,t,Hennepin,Apartment,Entire home/apt,4,1,1,2,1062,0,1,365,1,t,strict_14_with_grace_period
f,1770,t,Hennepin,Apartment,Entire home/apt,4,1,1,2,1062,0,1,365,27,t,strict_14_with_grace_period
f,1770,t,Hennepin,Apartment,Entire home/apt,4,1,1,2,1062,0,1,365,11,t,strict_14_with_grace_period
f,1770,t,Hennepin,Apartment,Entire home/apt,4,1,1,2,1062,0,1,365,6,t,strict_14_with_grace_period
f,1,f,Washington,House,Entire home/apt,8,2,4,4,1200,500,3,5,0,t,flexible
f,1,t,Washington,House,Shared room,1,1,1,1,1000,,1,12,1,f,strict_14_with_grace_period
t,4,t,Dakota,House,Private room,2,2.5,1,1,79,2000,1,120,8,t,moderate
t,26,f,Ramsey,Apartment,Entire home/apt,3,1,1,1,89,0,1,90,170,t,moderate
f,1,t,Anoka,House,Entire home/apt,10,2,3,4,750,,2,3,0,t,flexible
t,4,t,Dakota,House,Private room,2,2.5,1,1,79,2000,1,120,8,t,moderate
f,1,f,Hennepin,Guest suite,Entire home/apt,3,1,1,1,58,0,4,28,10,f,moderate
t,4,t,Dakota,House,Private room,2,2.5,1,2,89,2000,1,120,17,t,moderate
f,1,f,Ramsey,House,Entire home/apt,12,2,4,4,1900,,4,1125,0,t,flexible
f,1,f,Scott,Townhouse,Entire home/apt,6,3,2,2,325,500,3,30,1,f,flexible
f,1,t,Dakota,House,Private room,6,1,0,3,500,1500,2,10,0,f,flexible
f,1,f,Carver,House,Entire home/apt,11,4.5,5,5,700,2000,3,3,0,t,moderate
f,1,f,Ramsey,Other,Private room,4,1.5,2,2,1000,500,3,8,0,t,flexible
f,1,f,Anoka,Guesthouse,Entire home/apt,4,1,2,2,5000,1500,1,4,0,t,strict_14_with_grace_period
f,1,f,Hennepin,Townhouse,Entire home/apt,4,2,0,2,499,100,1,10,0,t,flexible
f,1,f,Anoka,Apartment,Entire home/apt,4,1,1,1,89,0,2,7,1,t,strict_14_with_grace_period
f,1,t,Ramsey,House,Entire home/apt,6,2,3,3,950,1000,2,8,0,t,moderate
t,2,t,Hennepin,Guesthouse,Entire home/apt,2,1,1,2,75,0,2,1125,10,f,flexible
f,1,f,Hennepin,House,Entire home/apt,15,4,6,9,2000,,2,1125,0,t,flexible
t,3,f,Hennepin,Apartment,Entire home/apt,12,3,6,6,450,0,2,31,43,t,moderate
f,1,f,Ramsey,House,Entire home/apt,7,2,3,3,650,,1,1125,0,t,flexible
f,1,f,Dakota,Other,Private room,4,1,2,2,500,500,2,12,0,f,moderate
f,1,f,Hennepin,House,Entire home/apt,8,2,2,2,899,,5,8,0,f,flexible
f,3,f,Hennepin,House,Private room,2,1.5,1,2,400,,2,1125,0,t,strict_14_with_grace_period
f,1,f,Dakota,House,Entire home/apt,6,2.5,2,2,1250,,3,7,0,t,flexible
t,1,f,Hennepin,House,Private room,1,2,1,1,19,,30,90,3,t,flexible
f,1,f,Carver,House,Entire home/apt,4,2,2,2,200,,3,7,0,t,flexible
f,1,f,Anoka,House,Entire home/apt,10,2,5,6,1500,,3,1125,0,t,flexible
f,1,f,Hennepin,House,Entire home/apt,10,2.5,5,5,1500,500,3,6,1,t,moderate
f,1,t,Hennepin,House,Entire home/apt,8,2,4,4,270,0,1,1125,1,f,moderate
f,1,f,Hennepin,House,Entire home/apt,11,3,4,3,3000,,2,4,0,f,strict_14_with_grace_period
f,1,t,Ramsey,Apartment,Entire home/apt,5,2,2,2,600,,1,7,0,t,flexible
f,1,f,Hennepin,House,Entire home/apt,9,1.5,3,3,925,,3,7,0,t,flexible
f,1,f,Anoka,House,Entire home/apt,6,1,2,2,500,,3,1125,0,t,flexible
t,1,f,Hennepin,House,Entire home/apt,6,2,3,3,73,,2,1125,44,t,moderate
f,1,f,Hennepin,Apartment,Entire home/apt,3,1,1,1,900,,1,5,0,t,flexible
t,1,t,Hennepin,Apartment,Entire home/apt,4,1,1,2,75,200,1,1125,74,t,moderate
t,7,t,Hennepin,Apartment,Entire home/apt,4,1,2,2,110,0,1,1125,111,f,moderate
f,1,f,Hennepin,Apartment,Entire home/apt,5,1,1,2,300,300,2,5,1,f,moderate
f,1,t,Hennepin,House,Entire home/apt,8,3.5,3,3,950,,2,4,0,t,flexible
f,1,f,Hennepin,House,Entire home/apt,6,1,3,3,1200,,3,3,0,t,flexible
f,1,f,Hennepin,Apartment,Private room,2,1,1,1,175,100,1,5,1,t,moderate
f,1,f,Dakota,House,Private room,4,1,3,3,500,,3,7,0,t,strict_14_with_grace_period
f,1,f,Anoka,House,Entire home/apt,4,1,4,4,1200,,1,1125,0,t,flexible
f,1,f,Hennepin,House,Entire home/apt,4,1,2,4,1500,200,2,1125,5,f,strict_14_with_grace_period
f,1,f,Carver,House,Entire home/apt,12,5.5,7,7,2100,,1,9,0,f,flexible
f,2,f,Hennepin,Other,Entire home/apt,4,2,2,3,1200,,3,5,0,t,flexible
f,1,f,Hennepin,Townhouse,Entire home/apt,4,1.5,2,2,725,0,4,1125,0,t,strict_14_with_grace_period
f,1,f,Ramsey,House,Entire home/apt,6,1,2,2,843,,4,11,0,t,moderate
f,2,f,Hennepin,House,Private room,6,1,3,2,50,100,1,7,1,t,flexible
f,1,f,Anoka,House,Entire home/apt,4,4,4,3,2500,2500,3,32,0,t,strict_14_with_grace_period
f,1,f,Dakota,House,Private room,3,1,1,2,500,,1,10,0,t,flexible
f,1,f,Hennepin,Apartment,Entire home/apt,2,1,0,1,1700,,3,3,0,f,flexible
f,6,t,Ramsey,Apartment,Entire home/apt,6,1,2,3,70,100,2,1124,76,t,moderate
f,1,t,Hennepin,House,Entire home/apt,12,2.5,5,6,1200,,3,20,0,t,flexible
f,1,f,Anoka,Townhouse,Entire home/apt,6,2.5,2,6,1000,,4,10,0,t,flexible
f,1,f,Scott,House,Entire home/apt,4,2,3,3,2000,,1,3,0,t,flexible
f,1,f,Hennepin,House,Entire home/apt,6,2,2,4,750,800,3,12,0,t,flexible
f,1,t,Hennepin,Apartment,Entire home/apt,2,1,0,1,120,300,2,13,0,f,strict_14_with_grace_period
f,1,t,Hennepin,Apartment,Entire home/apt,5,1,2,3,1000,,2,1125,0,t,strict_14_with_grace_period
f,2,f,Hennepin,House,Entire home/apt,6,2,3,3,1500,500,2,30,1,t,moderate
f,1,f,Hennepin,House,Entire home/apt,9,3.5,4,3,1200,,3,7,0,t,flexible
f,50,f,Hennepin,Condominium,Entire home/apt,4,2,2,2,2399,1000,4,15,0,t,strict_14_with_grace_period
f,1,t,Hennepin,House,Entire home/apt,4,1,1,4,360,300,3,10,1,f,flexible
f,1,t,Hennepin,Apartment,Entire home/apt,3,1.5,2,2,996,2000,3,6,0,t,strict_14_with_grace_period
f,1,f,Wright,Townhouse,Entire home/apt,6,2.5,3,3,1000,800,1,1125,0,t,flexible
t,52,t,Hennepin,Cottage,Entire home/apt,4,1.5,1,2,129,250,2,1125,28,f,moderate
f,1,f,Dakota,Townhouse,Entire home/apt,5,1,1,2,150,,2,1125,0,t,flexible
f,1,f,Hennepin,House,Entire home/apt,10,2.5,4,4,1500,,2,7,0,t,flexible
f,1,f,Hennepin,House,Entire home/apt,5,1,3,5,2800,,3,7,0,t,flexible
f,1,f,Scott,Townhouse,Entire home/apt,4,3,2,2,225,,1,5,1,t,flexible
f,1,f,Dakota,Townhouse,Entire home/apt,7,2.5,2,2,1000,,3,5,0,f,flexible
f,1,f,Hennepin,Townhouse,Entire home/apt,4,1,2,1,280,,14,14,0,f,flexible
f,1,f,St. Croix,House,Private room,3,1.5,0,1,300,,1,6,0,t,flexible
f,1,f,Ramsey,House,Entire home/apt,4,1,2,2,450,,1,3,1,t,flexible
f,1,t,Hennepin,House,Entire home/apt,8,3.5,4,4,1200,0,2,180,11,f,flexible
f,1,f,Hennepin,House,Entire home/apt,9,3,4,5,1950,1500,2,1125,0,t,strict_14_with_grace_period
f,1,f,Hennepin,House,Entire home/apt,4,1,2,2,300,,2,1125,0,f,flexible
f,1,t,Washington,House,Entire home/apt,10,2.5,4,4,2400,,3,10,0,t,flexible
f,1,f,Hennepin,House,Entire home/apt,1,1,1,1,500,,1,1125,0,t,flexible
f,1,f,Hennepin,House,Entire home/apt,10,3.5,4,4,650,0,3,1125,0,t,flexible
f,1,t,Hennepin,Apartment,Private room,4,1,1,1,800,,3,7,0,t,flexible
f,1,f,Hennepin,Townhouse,Entire home/apt,4,1.5,2,2,1000,0,4,14,1,t,strict_14_with_grace_period
f,1,f,Hennepin,Townhouse,Entire home/apt,4,2.5,2,2,10000,,7,20,0,t,flexible
f,2,f,Hennepin,Apartment,Entire home/apt,4,1,1,2,950,950,5,1125,0,t,strict_14_with_grace_period
f,1,f,Hennepin,Condominium,Entire home/apt,4,1,1,1,500,,1,1125,0,t,flexible
f,1,f,Hennepin,Apartment,Entire home/apt,4,2,2,2,395,,3,1125,1,t,flexible
t,1,f,Hennepin,Condominium,Entire home/apt,5,1,2,3,250,1800,2,1125,22,f,flexible
t,7,t,Hennepin,House,Private room,7,1,3,3,45,0,1,90,35,t,flexible
f,1,f,Anoka,House,Entire home/apt,3,1,2,2,250,,1,6,0,f,flexible
f,50,f,Hennepin,Condominium,Entire home/apt,2,2,1,1,2395,500,2,15,1,t,strict_14_with_grace_period
f,1,f,Scott,House,Entire home/apt,8,2,4,4,1000,,3,10,0,t,flexible
f,1,f,Hennepin,House,Private room,2,1,1,1,300,,1,30,0,f,flexible
f,1,f,Hennepin,House,Entire home/apt,6,2,2,2,1200,,3,6,0,t,flexible
f,1,t,Hennepin,Guest suite,Entire home/apt,3,1,1,3,70,200,31,730,3,f,strict_14_with_grace_period
f,1,f,Dakota,Townhouse,Entire home/apt,4,2.5,2,2,1200,,4,8,0,t,flexible
f,1,f,Hennepin,House,Entire home/apt,5,2,3,3,850,1500,3,5,0,f,moderate
f,1,f,Hennepin,Condominium,Entire home/apt,3,1,1,1,1400,1000,3,6,1,t,moderate
f,1,f,Hennepin,House,Entire home/apt,10,4,4,4,1500,2000,4,7,0,f,strict_14_with_grace_period
f,1,f,Hennepin,House,Entire home/apt,6,2,3,3,400,,2,7,0,t,flexible
f,1,t,Ramsey,House,Entire home/apt,6,1,2,4,700,,2,4,0,f,flexible
t,1,f,Hennepin,House,Entire home/apt,3,1,1,1,150,,1,1125,23,f,strict_14_with_grace_period
f,1,f,Hennepin,Guesthouse,Entire home/apt,4,1,1,2,155,300,2,1125,22,t,strict_14_with_grace_period
f,1,t,Hennepin,House,Private room,4,1,2,3,500,,3,7,0,f,flexible
f,1,t,Scott,Townhouse,Entire home/apt,6,2.5,3,3,145,100,2,30,0,f,flexible
f,1,f,Ramsey,House,Entire home/apt,12,2.5,4,4,799,,2,7,0,t,moderate
t,2,f,Hennepin,House,Entire home/apt,6,2,3,3,100,500,3,14,23,t,moderate
f,1,t,Hennepin,House,Private room,4,1,1,1,275,500,3,15,0,t,flexible
f,2,t,Hennepin,Apartment,Entire home/apt,3,1,2,2,60,100,2,1125,1,f,strict_14_with_grace_period
f,1,f,Dakota,Guesthouse,Entire home/apt,2,1,1,1,1283,,1,1125,0,t,flexible
f,1,f,Hennepin,House,Entire home/apt,6,1,4,4,40,,3,7,0,t,flexible
t,48,t,Hennepin,House,Entire home/apt,12,1,5,6,175,0,1,28,10,t,strict_14_with_grace_period
f,1,f,Hennepin,House,Entire home/apt,6,1,3,3,500,,2,4,1,f,flexible
f,1,f,Ramsey,Townhouse,Entire home/apt,4,1.5,2,2,1000,,1,1125,0,t,flexible
f,1,f,Hennepin,House,Entire home/apt,6,2,3,4,1500,,1,5,0,t,flexible
f,1,f,Hennepin,Apartment,Entire home/apt,6,1,3,3,100,0,2,30,1,t,flexible
f,1,t,Ramsey,House,Private room,2,1,1,1,275,0,1,1125,0,t,flexible
f,1,f,Hennepin,Condominium,Entire home/apt,4,2,2,2,1000,,1,5,0,f,strict_14_with_grace_period
f,1,t,Hennepin,House,Entire home/apt,6,1.5,3,3,1200,2000,3,10,0,t,strict_14_with_grace_period
f,1,f,Hennepin,House,Entire home/apt,16,5.5,6,6,10000,,5,1125,0,f,flexible
f,2,t,Ramsey,House,Private room,2,1,1,1,150,0,2,14,0,f,flexible
f,1,f,Hennepin,House,Private room,3,1,1,1,58,100,2,8,11,t,moderate
f,1,f,Ramsey,House,Entire home/apt,7,1,2,2,1000,,2,14,0,t,flexible
f,1,f,Dakota,Guest suite,Entire home/apt,4,1,1,2,69,0,2,21,26,f,flexible
f,1,f,Dakota,House,Entire home/apt,10,4,5,5,1100,,4,9,0,t,flexible
t,1,f,Hennepin,Apartment,Entire home/apt,4,1,2,2,95,300,2,30,87,f,flexible
f,2,f,Hennepin,House,Private room,5,2,2,4,500,500,4,14,0,t,strict_14_with_grace_period
f,1,t,Hennepin,House,Entire home/apt,10,1.5,4,6,2000,1500,4,10,0,t,flexible
f,1,f,Wright,House,Entire home/apt,10,2,4,5,850,,3,10,0,t,flexible
f,1,f,Hennepin,House,Entire home/apt,4,1.5,3,4,700,,1,1125,0,t,flexible
f,1,f,Hennepin,Townhouse,Private room,4,1,2,2,100,500,1,6,6,t,flexible
f,1,f,Hennepin,House,Entire home/apt,6,2,3,3,850,200,3,10,0,t,flexible
f,1,f,Hennepin,Apartment,Private room,2,1,0,1,500,,1,4,0,t,flexible
f,2,f,Hennepin,House,Entire home/apt,8,2,3,4,1500,,5,1125,0,t,flexible
f,1,f,Wright,House,Entire home/apt,13,2.5,5,4,1000,2500,4,31,0,t,moderate
f,1,f,Ramsey,House,Entire home/apt,9,3.5,5,5,500,,1,10,1,f,flexible
f,1,t,Hennepin,Apartment,Entire home/apt,3,1,2,2,200,,1,3,1,f,flexible
f,1,f,Hennepin,House,Private room,4,1,2,1,700,,5,10,0,t,flexible
f,1,f,Hennepin,House,Entire home/apt,12,2.5,4,4,2500,,1,1125,0,f,strict_14_with_grace_period
f,1,f,Washington,House,Entire home/apt,4,1.5,3,4,400,,1,1125,1,t,flexible
t,1,f,Hennepin,House,Entire home/apt,5,1.5,3,3,200,200,1,1125,9,f,moderate
f,1,t,Ramsey,House,Entire home/apt,5,1,1,2,400,,1,7,0,t,flexible
t,3,t,Ramsey,Apartment,Entire home/apt,3,1,1,1,50,0,3,28,73,f,strict_14_with_grace_period
f,1,f,Hennepin,Apartment,Entire home/apt,4,1,2,2,1000,,7,18,0,t,flexible
f,1,f,Anoka,House,Entire home/apt,10,3,4,5,1500,,1,4,0,t,strict_14_with_grace_period
f,1,f,Anoka,House,Private room,4,1,1,2,200,200,1,1125,7,t,flexible
f,3,f,Hennepin,House,Private room,4,1.5,2,2,130,1000,4,1125,0,t,flexible
f,2,t,Hennepin,Bungalow,Entire home/apt,4,1,1,2,500,1200,4,1125,0,f,flexible
f,1,f,Hennepin,House,Entire home/apt,6,1,2,3,300,,2,1125,1,t,moderate
f,1,f,Carver,House,Entire home/apt,8,4.5,5,5,3000,,5,1125,0,t,flexible
f,1,t,Hennepin,Apartment,Entire home/apt,6,1,3,3,200,,3,1125,0,t,flexible
f,1,f,Hennepin,Apartment,Entire home/apt,3,1,2,1,500,,2,4,1,t,flexible
f,1,f,Hennepin,House,Entire home/apt,6,1,2,2,10000,,1,1125,1,t,flexible
f,1,f,Anoka,House,Entire home/apt,6,2,3,3,700,,1,2,0,t,flexible
f,1,f,Scott,House,Private room,8,3.5,3,5,1000,1000,1,3,0,t,flexible
f,3,f,Hennepin,House,Entire home/apt,9,2.5,4,4,1000,1000,3,1125,0,t,strict_14_with_grace_period
f,1,f,Scott,House,Private room,4,1,2,2,225,,1,5,0,f,flexible
f,1,f,Ramsey,House,Entire home/apt,8,2.5,4,4,400,400,2,14,14,f,flexible
f,1,f,Hennepin,Bungalow,Entire home/apt,4,1,2,3,1400,350,1,14,6,t,strict_14_with_grace_period
f,1,f,Hennepin,House,Entire home/apt,12,3.5,5,5,2500,3000,2,10,0,t,strict_14_with_grace_period
f,1,f,Hennepin,House,Private room,2,2,1,1,60,0,2,1125,5,f,strict_14_with_grace_period
f,12,f,Hennepin,Townhouse,Entire home/apt,13,1,4,4,135,0,1,365,52,t,strict_14_with_grace_period
f,1,f,Ramsey,House,Entire home/apt,5,1,2,2,400,,2,1125,0,t,flexible
f,1,f,Hennepin,House,Private room,2,2,1,1,150,0,3,1125,2,f,strict_14_with_grace_period
f,1,f,Ramsey,Other,Private room,2,1,1,1,200,,1,2,0,t,flexible
f,1,f,Hennepin,House,Entire home/apt,6,1.5,2,2,400,0,3,14,7,f,strict_14_with_grace_period
f,1,f,Hennepin,House,Entire home/apt,8,2.5,3,4,1000,2000,5,28,0,f,strict_14_with_grace_period
f,1,t,Hennepin,House,Private room,2,1,1,1,160,200,2,1125,1,f,strict_14_with_grace_period
f,1,t,Hennepin,House,Private room,2,1,1,2,500,,2,4,1,f,moderate
f,1,f,Hennepin,House,Entire home/apt,9,2,3,6,3000,,4,7,0,t,strict_14_with_grace_period
